Date/Time,Device Restarts,Precip Inst (mm),Peso Cubo (g),Precip Tot (mm),Voltaje (V),Temperatura (°C)
11/01/2025 19:05:00,"",0,1665.656982,0,"",""
11/01/2025 19:10:00,"",0,1665.756348,0,"",""
11/01/2025 19:15:00,"",0,1665.628418,0,"",""
11/01/2025 19:20:00,"",0,1665.652344,0,"",""
11/01/2025 19:25:00,"",0,1665.73291,0,"",""
11/01/2025 19:30:00,"",0,1665.770508,0,13.199999,0.3
11/01/2025 19:35:00,"",0,1665.813477,0,"",""
11/01/2025 19:40:00,"",0,1665.74707,0,"",""
11/01/2025 19:45:00,"",0,1665.770508,0,"",""
11/01/2025 19:50:00,"",0,1665.633057,0,"",""
11/01/2025 19:55:00,"",0,1665.581055,0,"",""
11/01/2025 20:00:00,"",0,1665.713379,0,13.17,-0.2
11/01/2025 20:05:00,"",0,1665.533447,0,"",""
11/01/2025 20:10:00,"",0,1665.504883,0,"",""
11/01/2025 20:15:00,"",0,1665.566406,0,"",""
11/01/2025 20:20:00,"",0,1665.600098,0,"",""
11/01/2025 20:25:00,"",0,1665.514404,0,"",""
11/01/2025 20:30:00,"",0,1665.618896,0,13.15,-0.8
11/01/2025 20:35:00,"",0,1665.7229,0,"",""
11/01/2025 20:40:00,"",0,1665.713379,0,"",""
11/01/2025 20:45:00,"",0,1665.718506,0,"",""
11/01/2025 20:50:00,"",0,1665.70459,0,"",""
11/01/2025 20:55:00,"",0,1665.581055,0,"",""
11/01/2025 21:00:00,"",0,1665.608887,0,13.119999,-1.1
11/01/2025 21:05:00,"",0,1665.542969,0,"",""
11/01/2025 21:10:00,"",0,1665.761475,0,"",""
11/01/2025 21:15:00,"",0,1665.770996,0,"",""
11/01/2025 21:20:00,"",0,1665.756592,0,"",""
11/01/2025 21:25:00,"",0,1665.595459,0,"",""
11/01/2025 21:30:00,"",0,1665.676025,0,13.109999,-1.3
11/01/2025 21:35:00,"",0,1665.618408,0,"",""
11/01/2025 21:40:00,"",0,1665.504883,0,"",""
11/01/2025 21:45:00,"",0,1665.642578,0,"",""
11/01/2025 21:50:00,"",0,1665.637939,0,"",""
11/01/2025 21:55:00,"",0,1665.45752,0,"",""
11/01/2025 22:00:00,"",0,1665.760986,0,13.1,-1.7
11/01/2025 22:05:00,"",0,1665.486084,0,"",""
11/01/2025 22:10:00,"",0,1665.643066,0,"",""
